timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-92,text,false,,834,0,57,57,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-92,text,false,,834,0,57,57,null,0,0,0
1642073209040,44296,HTTP Request CodeIgniter,200,OK,Thread Group 1-21,text,true,,311904,134,56,56,https://codeigniter.herebussiness.com/,9667,0,1135
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-21,text,false,,834,0,56,56,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-21,text,false,,834,0,56,56,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-21,text,false,,834,0,56,56,null,0,0,0
1642073209905,43567,HTTP Request CodeIgniter,200,OK,Thread Group 1-54,text,true,,311904,134,55,55,https://codeigniter.herebussiness.com/,11520,0,1245
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-54,text,false,,834,0,55,55,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-54,text,false,,834,0,55,55,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-54,text,false,,834,0,55,55,null,0,0,0
1642073210335,43957,HTTP Request CodeIgniter,200,OK,Thread Group 1-68,text,true,,311904,134,54,54,https://codeigniter.herebussiness.com/,5850,0,1425
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-68,text,false,,834,0,54,54,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-68,text,false,,834,0,54,54,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-68,text,false,,834,0,54,54,null,0,0,0
1642073210585,44010,HTTP Request CodeIgniter,200,OK,Thread Group 1-89,text,true,,311904,134,53,53,https://codeigniter.herebussiness.com/,6331,0,1449
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-89,text,false,,834,0,53,53,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-89,text,false,,834,0,53,53,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-89,text,false,,834,0,53,53,null,0,0,0
1642073209136,45854,HTTP Request CodeIgniter,200,OK,Thread Group 1-30,text,true,,311904,134,52,52,https://codeigniter.herebussiness.com/,4354,0,1106
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-30,text,false,,834,0,52,52,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-30,text,false,,834,0,52,52,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-30,text,false,,834,0,52,52,null,0,0,0
1642073209434,45663,HTTP Request CodeIgniter,200,OK,Thread Group 1-37,text,true,,311904,134,51,51,https://codeigniter.herebussiness.com/,12246,0,1537
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-37,text,false,,834,0,51,51,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-37,text,false,,834,0,51,51,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-37,text,false,,834,0,51,51,null,0,0,0
1642073210360,44863,HTTP Request CodeIgniter,200,OK,Thread Group 1-72,text,true,,311918,134,50,50,https://codeigniter.herebussiness.com/,5537,0,1369
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-72,text,false,,834,0,50,50,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-72,text,false,,834,0,50,50,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-72,text,false,,834,0,50,50,null,0,0,0
1642073210365,44891,HTTP Request CodeIgniter,200,OK,Thread Group 1-75,text,true,,311918,134,49,49,https://codeigniter.herebussiness.com/,4834,0,1597
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-75,text,false,,834,0,49,49,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-75,text,false,,834,0,49,49,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-75,text,false,,834,0,49,49,null,0,0,0
1642073209782,45703,HTTP Request CodeIgniter,200,OK,Thread Group 1-51,text,true,,311904,134,48,48,https://codeigniter.herebussiness.com/,3479,0,1255
1642073210403,45082,HTTP Request CodeIgniter,200,OK,Thread Group 1-83,text,true,,311918,134,48,48,https://codeigniter.herebussiness.com/,4811,0,1427
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-83,text,false,,834,0,48,48,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-51,text,false,,834,0,48,48,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-83,text,false,,834,0,48,48,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-83,text,false,,834,0,48,48,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-51,text,false,,834,0,48,48,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-51,text,false,,834,0,48,48,null,0,0,0
1642073209539,46028,HTTP Request CodeIgniter,200,OK,Thread Group 1-41,text,true,,311918,134,46,46,https://codeigniter.herebussiness.com/,5543,0,2262
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-41,text,false,,834,0,46,46,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-41,text,false,,834,0,46,46,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-41,text,false,,834,0,46,46,null,0,0,0
1642073209753,45885,HTTP Request CodeIgniter,200,OK,Thread Group 1-48,text,true,,311904,134,45,45,https://codeigniter.herebussiness.com/,5244,0,1257
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-48,text,false,,834,0,45,45,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-48,text,false,,834,0,45,45,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-48,text,false,,834,0,45,45,null,0,0,0
1642073209539,46107,HTTP Request CodeIgniter,200,OK,Thread Group 1-40,text,true,,311904,134,44,44,https://codeigniter.herebussiness.com/,12323,0,2322
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-40,text,false,,834,0,44,44,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-40,text,false,,834,0,44,44,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-40,text,false,,834,0,44,44,null,0,0,0
1642073209059,47313,HTTP Request CodeIgniter,200,OK,Thread Group 1-24,text,true,,311918,134,43,43,https://codeigniter.herebussiness.com/,10090,0,1141
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-24,text,false,,834,0,43,43,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-24,text,false,,834,0,43,43,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-24,text,false,,834,0,43,43,null,0,0,0
1642073210397,46224,HTTP Request CodeIgniter,200,OK,Thread Group 1-81,text,true,,311904,134,42,42,https://codeigniter.herebussiness.com/,6378,0,1466
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-81,text,false,,834,0,42,42,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-81,text,false,,834,0,42,42,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-81,text,false,,834,0,42,42,null,0,0,0
1642073208891,47894,HTTP Request CodeIgniter,200,OK,Thread Group 1-10,text,true,,311904,134,41,41,https://codeigniter.herebussiness.com/,7945,0,3800
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,834,0,41,41,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,834,0,41,41,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,834,0,41,41,null,0,0,0
1642073210607,47269,HTTP Request CodeIgniter,200,OK,Thread Group 1-96,text,true,,311904,134,40,40,https://codeigniter.herebussiness.com/,5964,0,1427
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-96,text,false,,834,0,40,40,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-96,text,false,,834,0,40,40,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-96,text,false,,834,0,40,40,null,0,0,0
1642073210627,47409,HTTP Request CodeIgniter,200,OK,Thread Group 1-95,text,true,,311918,134,39,39,https://codeigniter.herebussiness.com/,5995,0,1404
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-95,text,false,,834,0,39,39,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-95,text,false,,834,0,39,39,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-95,text,false,,834,0,39,39,null,0,0,0
1642073210605,47607,HTTP Request CodeIgniter,200,OK,Thread Group 1-97,text,true,,311904,134,38,38,https://codeigniter.herebussiness.com/,15103,0,2761
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-97,text,false,,834,0,38,38,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-97,text,false,,834,0,38,38,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-97,text,false,,834,0,38,38,null,0,0,0
1642073209912,48650,HTTP Request CodeIgniter,200,OK,Thread Group 1-55,text,true,,311904,134,37,37,https://codeigniter.herebussiness.com/,5329,0,1223
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-55,text,false,,834,0,37,37,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-55,text,false,,834,0,37,37,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-55,text,false,,834,0,37,37,null,0,0,0
1642073210346,48359,HTTP Request CodeIgniter,200,OK,Thread Group 1-69,text,true,,311904,134,36,36,https://codeigniter.herebussiness.com/,5777,0,1413
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-69,text,false,,834,0,36,36,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-69,text,false,,834,0,36,36,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-69,text,false,,834,0,36,36,null,0,0,0
1642073210597,48164,HTTP Request CodeIgniter,200,OK,Thread Group 1-94,text,true,,311904,134,35,35,https://codeigniter.herebussiness.com/,4738,0,1388
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-94,text,false,,834,0,35,35,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-94,text,false,,834,0,35,35,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-94,text,false,,834,0,35,35,null,0,0,0
1642073210588,48282,HTTP Request CodeIgniter,200,OK,Thread Group 1-90,text,true,,311904,134,34,34,https://codeigniter.herebussiness.com/,12106,0,2261
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-90,text,false,,834,0,34,34,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-90,text,false,,834,0,34,34,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-90,text,false,,834,0,34,34,null,0,0,0
1642073210365,48687,HTTP Request CodeIgniter,200,OK,Thread Group 1-70,text,true,,311904,134,33,33,https://codeigniter.herebussiness.com/,7632,0,3883
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-70,text,false,,834,0,33,33,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-70,text,false,,834,0,33,33,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-70,text,false,,834,0,33,33,null,0,0,0
1642073210399,49717,HTTP Request CodeIgniter,200,OK,Thread Group 1-80,text,true,,311904,134,32,32,https://codeigniter.herebussiness.com/,9389,0,2698
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-80,text,false,,834,0,32,32,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-80,text,false,,834,0,32,32,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-80,text,false,,834,0,32,32,null,0,0,0
1642073209136,51612,HTTP Request CodeIgniter,200,OK,Thread Group 1-33,text,true,,311904,134,31,31,https://codeigniter.herebussiness.com/,11070,0,1168
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-33,text,false,,834,0,31,31,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-33,text,false,,834,0,31,31,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-33,text,false,,834,0,31,31,null,0,0,0
1642073208712,52335,HTTP Request CodeIgniter,200,OK,Thread Group 1-1,text,true,,311918,134,30,30,https://codeigniter.herebussiness.com/,2994,0,1130
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,834,0,30,30,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,834,0,30,30,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,834,0,30,30,null,0,0,0
1642073209928,51158,HTTP Request CodeIgniter,200,OK,Thread Group 1-59,text,true,,311911,134,29,29,https://codeigniter.herebussiness.com/,5304,0,1253
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-59,text,false,,834,0,29,29,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-59,text,false,,834,0,29,29,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-59,text,false,,834,0,29,29,null,0,0,0
1642073208678,52572,HTTP Request CodeIgniter,200,OK,Thread Group 1-4,text,true,,311918,134,28,28,https://codeigniter.herebussiness.com/,3060,0,1189
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,834,0,28,28,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,834,0,28,28,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,834,0,28,28,null,0,0,0
1642073210354,51256,HTTP Request CodeIgniter,200,OK,Thread Group 1-71,text,true,,311904,134,27,27,https://codeigniter.herebussiness.com/,7540,0,1770
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-71,text,false,,834,0,27,27,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-71,text,false,,834,0,27,27,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-71,text,false,,834,0,27,27,null,0,0,0
1642073208880,52886,HTTP Request CodeIgniter,200,OK,Thread Group 1-9,text,true,,311904,134,26,26,https://codeigniter.herebussiness.com/,2927,0,1244
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,834,0,26,26,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,834,0,26,26,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,834,0,26,26,null,0,0,0
1642073210408,51590,HTTP Request CodeIgniter,200,OK,Thread Group 1-84,text,true,,311904,134,25,25,https://codeigniter.herebussiness.com/,11788,0,1619
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-84,text,false,,834,0,25,25,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-84,text,false,,834,0,25,25,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-84,text,false,,834,0,25,25,null,0,0,0
1642073208977,53570,HTTP Request CodeIgniter,200,OK,Thread Group 1-17,text,true,,311904,134,24,24,https://codeigniter.herebussiness.com/,13788,0,4120
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-17,text,false,,834,0,24,24,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-17,text,false,,834,0,24,24,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-17,text,false,,834,0,24,24,null,0,0,0
1642073210001,52590,HTTP Request CodeIgniter,200,OK,Thread Group 1-57,text,true,,311904,134,23,23,https://codeigniter.herebussiness.com/,10578,0,6699
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-57,text,false,,834,0,23,23,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-57,text,false,,834,0,23,23,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-57,text,false,,834,0,23,23,null,0,0,0
1642073209023,54151,HTTP Request CodeIgniter,200,OK,Thread Group 1-25,text,true,,311904,134,22,22,https://codeigniter.herebussiness.com/,14917,0,4337
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-25,text,false,,834,0,22,22,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-25,text,false,,834,0,22,22,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-25,text,false,,834,0,22,22,null,0,0,0
1642073210590,52656,HTTP Request CodeIgniter,200,OK,Thread Group 1-91,text,true,,311904,134,21,21,https://codeigniter.herebussiness.com/,11457,0,1434
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-91,text,false,,834,0,21,21,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-91,text,false,,834,0,21,21,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-91,text,false,,834,0,21,21,null,0,0,0
1642073208937,54377,HTTP Request CodeIgniter,200,OK,Thread Group 1-13,text,true,,311904,134,20,20,https://codeigniter.herebussiness.com/,13484,0,3912
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-13,text,false,,834,0,20,20,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-13,text,false,,834,0,20,20,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-13,text,false,,834,0,20,20,null,0,0,0
1642073210618,52715,HTTP Request CodeIgniter,200,OK,Thread Group 1-99,text,true,,311904,134,19,19,https://codeigniter.herebussiness.com/,8596,0,3317
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-99,text,false,,834,0,19,19,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-99,text,false,,834,0,19,19,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-99,text,false,,834,0,19,19,null,0,0,0
1642073209035,54633,HTTP Request CodeIgniter,200,OK,Thread Group 1-20,text,true,,311918,134,18,18,https://codeigniter.herebussiness.com/,9805,0,1141
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-20,text,false,,834,0,18,18,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-20,text,false,,834,0,18,18,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-20,text,false,,834,0,18,18,null,0,0,0
1642073210580,53979,HTTP Request CodeIgniter,200,OK,Thread Group 1-86,text,true,,311904,134,17,17,https://codeigniter.herebussiness.com/,11453,0,1428
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-86,text,false,,834,0,17,17,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-86,text,false,,834,0,17,17,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-86,text,false,,834,0,17,17,null,0,0,0
1642073209730,55496,HTTP Request CodeIgniter,200,OK,Thread Group 1-45,text,true,,311904,134,16,16,https://codeigniter.herebussiness.com/,11654,0,1244
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-45,text,false,,834,0,16,16,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-45,text,false,,834,0,16,16,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-45,text,false,,834,0,16,16,null,0,0,0
1642073209997,55863,HTTP Request CodeIgniter,200,OK,Thread Group 1-61,text,true,,311904,134,15,15,https://codeigniter.herebussiness.com/,10376,0,1611
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-61,text,false,,834,0,15,15,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-61,text,false,,834,0,15,15,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-61,text,false,,834,0,15,15,null,0,0,0
1642073208967,57737,HTTP Request CodeIgniter,200,OK,Thread Group 1-16,text,true,,311904,134,14,14,https://codeigniter.herebussiness.com/,2816,0,1204
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-16,text,false,,834,0,14,14,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-16,text,false,,834,0,14,14,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-16,text,false,,834,0,14,14,null,0,0,0
1642073208991,57790,HTTP Request CodeIgniter,200,OK,Thread Group 1-18,text,true,,311904,134,13,13,https://codeigniter.herebussiness.com/,6278,0,2566
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-18,text,false,,834,0,13,13,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-18,text,false,,834,0,13,13,null,0,0,0
0,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-18,text,false,,834,0,13,13,null,0,0,0
1642073209895,57163,HTTP Request CodeIgniter,200,OK,Thread Group 1-53,text,true,,311904,134,12,12,https://codeigniter.herebussiness.com/,12491,0,2444
